Country Name,Country Code,Classification Name,Classification Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
United Kingdom,GBR,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.399,..,..,..,..
United States,USA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.557,..,..,..,..
United States,USA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.61,..,..,..,..
United States,USA,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.285,..,..,..,..
United States,USA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.059,..,..,..,..
United States,USA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.661,..,..,..,..
United States,USA,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,1.053,..,..,..,..
Upper middle income,UMC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.901,..,..,..,..
Upper middle income,UMC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.701,..,..,..,..
Upper middle income,UMC,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.432,..,..,..,..
Upper middle income,UMC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.13,..,..,..,..
Upper middle income,UMC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.537,..,..,..,..
Upper middle income,UMC,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.796,..,..,..,..
Uruguay,URY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.615,..,..,..,..
Uruguay,URY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.537,..,..,..,..
Uruguay,URY,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.487,..,..,..,..
Uruguay,URY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.068,..,..,..,..
Uruguay,URY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.378,..,..,..,..
Uruguay,URY,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.989,..,..,..,..
Vietnam,VNM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.183,..,..,..,..
Vietnam,VNM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.556,..,..,..,..
Vietnam,VNM,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.305,..,..,..,..
Vietnam,VNM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.189,..,..,..,..
Vietnam,VNM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.582,..,..,..,..
Vietnam,VNM,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.771,..,..,..,..
West Bank and Gaza,PSE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,1.127,..,..,..,..
West Bank and Gaza,PSE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.695,..,..,..,..
West Bank and Gaza,PSE,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.186689715164812,..,..,..,..
West Bank and Gaza,PSE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.122,..,..,..,..
West Bank and Gaza,PSE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.649,..,..,..,..
West Bank and Gaza,PSE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.564,..,..,..,..
World,WLD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.872,..,..,..,..
World,WLD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.658,..,..,..,..
World,WLD,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.346,..,..,..,..
World,WLD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.129,..,..,..,..
World,WLD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.503,..,..,..,..
World,WLD,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.782,..,..,..,..
Zambia,ZMB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.906,..,..,..,..
Zambia,ZMB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.372,..,..,..,..
Zambia,ZMB,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.232,..,..,..,..
Zambia,ZMB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.13,..,..,..,..
Zambia,ZMB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.814,..,..,..,..
Zambia,ZMB,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.631,..,..,..,..
Zimbabwe,ZWE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of animal-source foods,CoHD_asf,0.368,..,..,..,..
Zimbabwe,ZWE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of fruits,CoHD_f,0.199,..,..,..,..
Zimbabwe,ZWE,Food Prices for Nutrition 2.0,FPN 2.0,"Cost of legumes, nuts and seeds",CoHD_lns,0.128,..,..,..,..
Zimbabwe,ZWE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of oils and fats,CoHD_of,0.056,..,..,..,..
Zimbabwe,ZWE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of starchy staples,CoHD_ss,0.213,..,..,..,..
Zimbabwe,ZWE,Food Prices for Nutrition 2.0,FPN 2.0,Cost of vegetables,CoHD_v,0.375,..,..,..,..
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data from database: Food Prices for Nutrition,,,,,,,,,,
Last Updated: 07/13/2023,,,,,,,,,,
